"All parcel data in this report is for use by the Washoe County Assessor for assessment purposes only. The summary data in this report may not be a complete representation of the parcel or of the improvements thereon. Building information, including unit counts and number of permitted units, should be verified with the appropriate building and planning agencies. Zoning information should be verified with the appropriate planning agency. All parcels are reappraised each year. ",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
APN,Add Rec,Situs,Sales Date,Sale Price,Sale Verf,RecDoc,Subdivision,Year Blt,Avg Yr Blt,BldgType,Stories,Bldg SF,Grade,Beds,Full Baths,Half Baths,Heat Type,Exterior Walls,Roof Type,Gar Type,Gar Area,Bsmt Type,Bsmt Area,LUC at Sale,Zoning (codes should be verified with the zoning authority) ,Acres,Owner1,Addl Owner,Mailing1,Mailing2,City,State,Zip,PriorOwner,PriorPID,LegalDesc,TaxDist,Total Units
234-133-11,,8938 BEACON RIDGE TRL,2005-04-15 00:00:00,577054,2D,03199125,4 @ SOMERSETT,2004,2004,Sgl Fam Res ,ONE,2094,GOOD,2,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,518,,0,20,PUD ,0.296786040067673,,,,,,,,,234-012-05,4F @ SOMERSETT LT 411,1011,1
234-133-12,,8932 BEACON RIDGE TRL,2005-02-14 00:00:00,567244,2D,03169486,4F @ SOMERSETT,2004,2004,Sgl Fam Res ,TWO,1879,GOOD,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,499,,0,20,PUD ,0.306175380945206,,,,,,,,,234-012-05,4F @ SOMERSETT LT 412,1011,1
234-140-03,,8780 GOLF CANYON CT,2005-12-27 00:00:00,302409,1GCA,03328326,4G @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.925137758255004,,,,,,,,,234-140-01,4G @ SOMERSETT LT 4,1011,0
234-161-02,,2110 MAPLE LEAF TRL,2005-08-18 00:00:00,728481,2D,03263532,4A @ SOMERSETT,2004,2004,Sgl Fam Res ,ONE,2641,GOOD/VERY GD,4,3,1,FA/AC,STUCCO,CONCRETE TIL,GARA,523,,0,20,PUD ,0.18863636255264282,,,,,,,,,,4A @ SOMERSETT LT 2,1011,1
234-161-03,,2170 MAPLE LEAF TRL,2005-07-11 00:00:00,598580,2D,03243631,4A @ SOMERSETT,2004,2004,Sgl Fam Res ,ONE,2365,GOOD/VERY GD,3,3,1,FA/AC,STUCCO,CONCRETE TIL,GARA,600,,0,20,PUD ,0.18684573471546173,,,,,,,,,,4A @ SOMERSETT LT 3,1011,1
234-161-04,,2180 MAPLE LEAF TRL,2005-12-27 00:00:00,769000,2D,03328535,4A @ SOMERSETT,2004,2004,Sgl Fam Res ,ONE,2558,GOOD/VERY GD,3,3,1,FA/AC,STUCCO,CONCRETE TIL,GARA,438,,0,20,PUD ,0.18684573471546173,,,,,,,,,234-011-23,4A @ SOMERSETT LT 4,1011,1
234-161-05,,2190 MAPLE LEAF TRL,2005-08-17 00:00:00,673627,2D,03262439,4A @ SOMERSETT,2004,2004,Sgl Fam Res ,ONE,2641,GOOD/VERY GD,4,3,1,FA/AC,STUCCO,CONCRETE TIL,GARA,523,,0,20,PUD ,0.287213027477264,,,,,,,,,234-011-23,4A @ SOMERSETT LT 5,1011,1
234-161-06,,2210 MAPLE LEAF TRL,2005-07-29 00:00:00,604245,2D,03253765,4A @ SOMERSETT,2004,2004,Sgl Fam Res ,ONE,2365,GOOD/VERY GD,3,3,1,FA/AC,STUCCO,CONCRETE TIL,GARA,600,,0,20,PUD ,0.268457293510437,,,,,,,,,234-011-23,4A @ SOMERSETT LT 6,1011,1
234-161-08,,2230 MAPLE LEAF TRL,2005-11-08 00:00:00,578266,2D,03304945,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2384,GOOD/VERY GD,3,3,1,FA/AC,STUCCO,CONCRETE TIL,GARA,624,,0,20,PUD ,0.190954998135567,,,,,,,,,234-011-23,4A @ SOMERSETT LT 8,1011,1
234-161-09,,2240 MAPLE LEAF TRL,2005-11-14 00:00:00,631649,2D,03307403,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2549,GOOD/VERY GD,4,3,1,FA/AC,STUCCO,CONCRETE TIL,GARA,438,,0,20,PUD ,0.199058771133423,,,,,,,,,234-011-23,4A @ SOMERSETT LT 9,1011,1
234-161-10,,2250 MAPLE LEAF TRL,2005-12-09 00:00:00,624637,2D,03321807,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2384,GOOD/VERY GD,3,3,1,FA/AC,STUCCO,CONCRETE TIL,GARA,624,,0,20,PUD ,0.17596419155597687,,,,,,,,,234-011-23,4A @ SOMERSETT LT 10,1011,1
234-161-12,,MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.201147839426994,,,,,,,,,234-011-23,4A @ SOMERSETT LT 12,1011,0
234-161-13,,MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.186179980635643,,,,,,,,,234-011-23,4A @ SOMERSETT LT 13,1011,0
234-161-14,,MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.193801656365395,,,,,,,,,234-011-23,4A @ SOMERSETT LT 14,1011,0
234-161-16,,2300 MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.2559458315372467,,,,,,,,,234-161-15,4B-4E @ SOMERSETT LT 406,1011,0
234-161-17,,2320 MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.244283750653267,,,,,,,,,234-161-15,4B-4E @ SOMERSETT LT 405,1011,0
234-161-18,,2330 MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.244283750653267,,,,,,,,,234-161-15,4B-4E @ SOMERSETT LT 404,1011,0
234-161-19,,2340 MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.244283750653267,,,,,,,,,234-161-15,4B-4E @ SOMERSETT LT 403,1011,0
234-161-20,,2350 MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.21549586951732635,,,,,,,,,234-161-15,4B-4E @ SOMERSETT LT 402,1011,0
234-161-21,,2360 MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.320615231990814,,,,,,,,,234-161-15,4B-4E @ SOMERSETT LT 401,1011,0
234-162-01,,MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.205831035971642,,,,,,,,,234-011-23,4A @ SOMERSETT LT 23,1011,0
234-162-02,,MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.201331496238708,,,,,,,,,234-011-23,4A @ SOMERSETT LT 24,1011,0
234-162-03,,MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.215197429060936,,,,,,,,,234-011-23,4A @ SOMERSETT LT 25,1011,0
234-162-04,,,2005-07-29 00:00:00,2210000,1MGA,NOT AVAILABLE,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.235422402620316,,,,,,,,,234-011-23,NOT AVAILABLE,1011,0
234-162-05,,2300 HICKORY HILL WAY,2005-12-30 00:00:00,624426,2D,03330953,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2660,GOOD,3,2,1,FA/AC,STUCCO,CONCRETE TIL,GARA,472,,0,20,PUD ,0.28429752588272095,,,,,,,,,234-011-23,4A @ SOMERSETT LT 27,1011,1
234-163-01,,OAK HOLLOW WAY,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.239370986819267,,,,,,,,,234-011-23,4A @ SOMERSETT LT 60,1011,0
234-163-02,,OAK HOLLOW WAY,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.202341601252556,,,,,,,,,234-011-23,4A @ SOMERSETT LT 61,1011,0
234-163-03,,OAK HOLLOW WAY,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.198301196098328,,,,,,,,,234-011-23,4A @ SOMERSETT LT 62,1011,0
234-163-04,,OAK HOLLOW WAY,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.199977040290833,,,,,,,,,234-011-23,4A @ SOMERSETT LT 63,1011,0
234-163-05,,OAK HOLLOW WAY,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.193227738142014,,,,,,,,,234-011-23,4A @ SOMERSETT LT 64,1011,0
234-163-06,,OAK HOLLOW WAY,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.178489446640015,,,,,,,,,234-011-23,4A @ SOMERSETT LT 65,1011,0
234-163-07,,OAK HOLLOW WAY,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.179063364863396,,,,,,,,,234-011-23,4A @ SOMERSETT LT 66,1011,0
234-163-08,,OAK HOLLOW WAY,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.173921033740044,,,,,,,,,234-011-23,4A @ SOMERSETT LT 67,1011,0
234-163-09,,OAK HOLLOW WAY,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.223324149847031,,,,,,,,,234-011-23,4A @ SOMERSETT LT 68,1011,0
234-164-01,,8790 BLUE PINE WAY,2005-11-28 00:00:00,695792,2D,03313572,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2384,GOOD/VERY GD,3,3,1,FA/AC,STUCCO,CONCRETE TIL,GARA,624,,0,20,PUD ,0.296969711780548,,,,,,,,,234-011-23,4A @ SOMERSETT LT 78,1011,1
234-164-02,,8760 BLUE PINE WAY,2005-12-20 00:00:00,618370,2D,03326282,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2558,GOOD/VERY GD,4,3,1,FA/AC,STUCCO,CONCRETE TIL,MULT GAR,444,,0,20,PUD ,0.247887969017029,,,,,,,,,234-011-23,4A @ SOMERSETT LT 79,1011,1
234-164-08,,2195 MAPLE LEAF TRL,2005-09-12 00:00:00,733007,2D,03275743,4A @ SOMERSETT,2004,2004,Sgl Fam Res ,ONE,2641,GOOD/VERY GD,4,3,1,FA/AC,STUCCO,CONCRETE TIL,GARA,523,,0,20,PUD ,0.278168052434921,,,,,,,,,234-011-23,4A @ SOMERSETT LT 85,1011,1
234-164-09,,2185 MAPLE LEAF TRL,2005-05-25 00:00:00,633085,2D,03220002,4A @ SOMERSETT,2004,2004,Sgl Fam Res ,ONE,2558,GOOD/VERY GD,3,3,1,FA/AC,STUCCO,CONCRETE TIL,GARA,438,,0,20,PUD ,0.228305786848068,,,,,,,,,234-011-23,4A @ SOMERSETT LT 86,1011,1
234-164-11,,2165 MAPLE LEAF TRL,2005-10-13 00:00:00,598670,2D,03291827,4A @ SOMERSETT,2004,2004,Sgl Fam Res ,ONE,2558,GOOD/VERY GD,3,3,1,FA/AC,STUCCO,CONCRETE TIL,GARA,438,,0,20,PUD ,0.240587696433067,,,,,,,,,234-011-23,4A @ SOMERSETT LT 88,1011,1
234-164-12,,2155 MAPLE LEAF TRL,2005-07-07 00:00:00,567445,2D,03242351,4A @ SOMERSETT,2004,2004,Sgl Fam Res ,ONE,2365,GOOD/VERY GD,3,3,1,FA/AC,STUCCO,CONCRETE TIL,GARA,600,,0,20,PUD ,0.246763080358505,,,,,,,,,234-011-23,4A @ SOMERSETT LT 89,1011,1
234-164-13,,2125 MAPLE LEAF TRL,2005-07-18 00:00:00,627483,2D,03246691,4A @ SOMERSETT,2004,2004,Sgl Fam Res ,ONE,2558,GOOD/VERY GD,3,3,1,FA/AC,STUCCO,CONCRETE TIL,GARA,438,,0,20,PUD ,0.254338830709457,,,,,,,,,234-011-23,4A @ SOMERSETT LT 90,1011,1
234-171-01,,MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.316161602735519,,,,,,,,,234-011-23,4A @ SOMERSETT LT 15,1011,0
234-171-02,,MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.36464646458625793,,,,,,,,,234-011-23,4A @ SOMERSETT LT 16,1011,0
234-171-03,,MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.331336081027985,,,,,,,,,234-011-23,4A @ SOMERSETT LT 17,1011,0
234-171-04,,MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.32552799582481384,,,,,,,,,234-011-23,4A @ SOMERSETT LT 18,1011,0
234-171-05,,MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.296441704034805,,,,,,,,,234-011-23,4A @ SOMERSETT LT 19,1011,0
234-171-06,,MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.289370983839035,,,,,,,,,234-011-23,4A @ SOMERSETT LT 20,1011,0
234-171-07,,MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.240174472332001,,,,,,,,,234-011-23,4A @ SOMERSETT LT 21,1011,0
234-171-08,,MAPLE LEAF TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.218021124601364,,,,,,,,,234-011-23,4A @ SOMERSETT LT 22,1011,0
234-171-09,,2330 HICKORY HILL WAY,2005-12-29 00:00:00,601051,2D,03330193,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2480,GOOD,3,3,0,FA/AC,STUCCO,CONCRETE TIL,MULT GAR,652,,0,20,PUD ,0.22394397854805,,,,,,,,,234-011-23,4A @ SOMERSETT LT 30,1011,1
234-171-11,,2350 HICKORY HILL WAY,2005-12-23 00:00:00,673317,2D,03327962,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,TWO,2899,GOOD,4,3,0,FA/AC,STUCCO,CONCRETE TIL,GARA,483,,0,20,PUD ,0.190725430846214,,,,,,,,,234-011-23,4A @ SOMERSETT LT 32,1011,1
234-171-12,,2360 HICKORY HILL WAY,2005-12-19 00:00:00,521611,2D,03325639,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2367,GOOD,2,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,450,,0,20,PUD ,0.186432510614395,,,,,,,,,234-011-23,4A @ SOMERSETT LT 33,1011,1
234-171-13,,2370 HICKORY HILL WAY,2005-12-16 00:00:00,584939,2D,03324822,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2562,GOOD,3,2,1,FA/AC,STUCCO,CONCRETE TIL,GARA,462,,0,20,PUD ,0.185468316078186,,,,,,,,,234-011-23,4A @ SOMERSETT LT 34,1011,1
234-171-14,,2380 HICKORY HILL WAY,2005-12-20 00:00:00,534767,2D,03326263,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2175,GOOD,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,643,,0,20,PUD ,0.1893480271101,,,,,,,,,234-011-23,4A @ SOMERSETT LT 35,1011,1
234-171-15,,2390 HICKORY HILL WAY,2005-12-30 00:00:00,625662,2D,03330892,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,TWO,2690,GOOD,3,3,0,FA/AC,STUCCO,CONCRETE TIL,MULT GAR,692,,0,20,PUD ,0.189049586653709,,,,,,,,,234-011-23,4A @ SOMERSETT LT 36,1011,1
234-172-01,,2395 ROANOKE TRL,2005-09-01 00:00:00,461355,2D,03271460,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2175,GOOD,2,2,0,FA,STUCCO,CONCRETE TIL,GARA,643,,0,20,PUD ,0.214210286736488,,,,,,,,,234-011-23,4A @ SOMERSETT LT 47,1011,1
234-172-02,,2385 ROANOKE TRL,2005-09-02 00:00:00,535017,2D,03272568,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2382,GOOD,3,2,0,FA,STUCCO,CONCRETE TIL,MULT GAR,642,,0,20,PUD ,0.226078972220421,,,,,,,,,234-011-23,4A @ SOMERSETT LT 48,1011,1
234-172-03,,2375 ROANOKE TRL,2005-09-06 00:00:00,530438,2D,03273132,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2480,GOOD,3,2,1,FA/AC,STUCCO,CONCRETE TIL,MULT GAR,652,,0,20,PUD ,0.210858583450317,,,,,,,,,234-011-23,4A @ SOMERSETT LT 49,1011,1
234-172-03,,2375 ROANOKE TRL,2005-10-05 00:00:00,613000,2D,03287320,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2480,GOOD,3,2,1,FA/AC,STUCCO,CONCRETE TIL,MULT GAR,652,,0,20,PUD ,0.210858583450317,,,,,,,,,234-011-23,4A @ SOMERSETT LT 49,1011,1
234-172-04,,2365 ROANOKE TRL,2005-09-26 00:00:00,498546,2D,03282830,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2562,GOOD,3,2,1,FA,STUCCO,CONCRETE TIL,GARA,462,,0,20,PUD ,0.195110186934471,,,,,,,,,234-011-23,4A @ SOMERSETT LT 50,1011,1
234-172-05,,2355 ROANOKE TRL,2005-09-27 00:00:00,519348,2D,03283438,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2480,GOOD,3,2,1,FA/AC,STUCCO,CONCRETE TIL,MULT GAR,652,,0,20,PUD ,0.195110186934471,,,,,,,,,234-011-23,4A @ SOMERSETT LT 51,1011,1
234-172-06,,2345 ROANOKE TRL,2005-09-30 00:00:00,514568,2D,03285623,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2562,GOOD,3,3,0,FA/AC,STUCCO,CONCRETE TIL,GARA,462,,0,20,PUD ,0.195110186934471,,,,,,,,,234-011-23,4A @ SOMERSETT LT 52,1011,1
234-172-07,,2335 ROANOKE TRL,2005-12-30 00:00:00,469165,2D,03331158,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2175,GOOD,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,643,,0,20,PUD ,0.195110186934471,,,,,,,,,234-011-23,4A @ SOMERSETT LT 53,1011,1
234-172-08,,,2005-11-03 00:00:00,594868,2D,NOT AVAILABLE,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2480,GOOD,3,2,1,FA/AC,STUCCO,CONCRETE TIL,MULT GAR,652,,0,20,PUD ,0.195110186934471,,,,,,,,,234-011-23,NOT AVAILABLE,1011,1
234-172-09,,2315 ROANOKE TRL,2005-11-23 00:00:00,554149,2D,03313019,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2382,GOOD,3,2,0,FA/AC,STUCCO,CONCRETE TIL,MULT GAR,642,,0,20,PUD ,0.22640036046505,,,,,,,,,234-011-23,4A @ SOMERSETT LT 55,1011,1
234-172-12,,ROANOKE TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.272727280855179,,,,,,,,,234-011-23,4A @ SOMERSETT LT 56,1011,0
234-172-13,,ROANOKE TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.272727280855179,,,,,,,,,234-011-23,4A @ SOMERSETT LT 57,1011,0
234-172-14,,ROANOKE TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.281703382730484,,,,,,,,,234-011-23,4A @ SOMERSETT LT 58,1011,0
234-172-15,,ROANOKE TRL,2005-07-29 00:00:00,2210000,1MGA,03253224,4A @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.375160694122314,,,,,,,,,234-011-23,4A @ SOMERSETT LT 59,1011,0
234-173-03,,2320 ROANOKE TRL,2005-12-30 00:00:00,616622,2D,03331071,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,TWO,2899,GOOD,4,2,1,FA/AC,STUCCO,CONCRETE TIL,GARA,483,,0,20,PUD ,0.213659316301346,,,,,,,,,234-011-23,4A @ SOMERSETT LT 44,1011,1
234-173-04,,2330 ROANOKE TRL,2005-12-01 00:00:00,613762,2D,03316891,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2562,GOOD,3,2,1,FA/AC,STUCCO,CONCRETE TIL,GARA,462,,0,20,PUD ,0.207966029644012,,,,,,,,,234-011-23,4A @ SOMERSETT LT 43,1011,1
234-173-05,,2340 ROANOKE TRL,2005-11-10 00:00:00,321641,2D,03306478,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2660,GOOD,3,2,1,FA/AC,STUCCO,CONCRETE TIL,GARA,472,,0,20,PUD ,0.210376486182213,,,,,,,,,234-011-23,4A @ SOMERSETT LT 42,1011,1
234-173-07,,2360 ROANOKE TRL,2005-10-26 00:00:00,582226,2D,03298129,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2480,GOOD,3,2,1,FA,STUCCO,CONCRETE TIL,MULT GAR,652,,0,20,PUD ,0.260651975870132,,,,,,,,,234-011-23,4A @ SOMERSETT LT 40,1011,1
234-173-08,,2370 ROANOKE TRL,2005-11-30 00:00:00,671437,2D,03316039,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,TWO,2899,GOOD,4,2,1,FA,STUCCO,CONCRETE TIL,GARA,483,,0,20,PUD ,0.239508718252182,,,,,,,,,234-011-23,4A @ SOMERSETT LT 39,1011,1
234-173-09,,2380 ROANOKE TRL,2005-10-20 00:00:00,502018,2D,03295334,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2175,GOOD,3,2,0,FA,STUCCO,CONCRETE TIL,GARA,643,,0,20,PUD ,0.20006887614727,,,,,,,,,234-011-23,4A @ SOMERSETT LT 38,1011,1
234-173-10,,2390 ROANOKE TRL,2005-10-19 00:00:00,591686,2D,03294487,4A @ SOMERSETT,2005,2005,Sgl Fam Res ,ONE,2480,GOOD,3,2,1,FA,STUCCO,CONCRETE TIL,MULT GAR,652,,0,20,PUD ,0.240771353244781,,,,,,,,,234-011-23,4A @ SOMERSETT LT 37,1011,1
234-191-01,,2295 EAGLE BEND CT,2005-04-21 00:00:00,243306,1GCR,03201974,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.663452684879302,,,,,,,,,234-011-31,4B-4E @ SOMERSETT LT 407,1011,0
234-191-02,,2275 EAGLE BEND CT,2005-06-14 00:00:00,258306,1GCR,03229552,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.588131308555603,,,,,,,,,234-011-31,4B-4E @ SOMERSETT LT 408,1011,0
234-191-03,,2255 EAGLE BEND CT,2005-07-06 00:00:00,271568,1GCA,03241702,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.752571165561676,,,,,,,,,234-011-31,4B-4E @ SOMERSETT LT 409,1011,0
234-191-04,,2250 EAGLE BEND CT,2005-03-15 00:00:00,245000,1SVR,03182708,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.583930194377899,,,,,,,,,234-011-31,4B-4E @ SOMERSETT LT 410,1011,0
234-191-05,,2270 EAGLE BEND CT,2005-04-14 00:00:00,280000,2D,03198373,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.666345298290252,,,,,,,,,234-011-31,4B-4E @ SOMERSETT LT 411,1011,0
234-191-06,,2290 EAGLE BEND CT,2005-03-31 00:00:00,341568,1GCA,03192217,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.642309486865997,,,,,,,,,234-011-31,4B-4E @ SOMERSETT LT 412,1011,0
234-191-08,,2310 EAGLE BEND TRL,2005-02-23 00:00:00,355000,1SVR,03172715,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.7346418499946594,,,,,,,,,234-011-31,4B-4E @ SOMERSETT LT 415,1011,0
234-191-09,,2320 EAGLE BEND TRL,2005-04-22 00:00:00,370618,1GCA,03202384,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.7346418499946594,,,,,,,,,234-011-31,4B-4E @ SOMERSETT LT 416,1011,0
234-191-10,,2330 EAGLE BEND TRL,2005-04-26 00:00:00,409000,1GCR,03204194,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.7346418499946594,,,,,,,,,234-011-31,4B-4E @ SOMERSETT LT 417,1011,0
234-191-11,,2340 EAGLE BEND TRL,2005-07-14 00:00:00,406072,1GCR,03244964,4B-4E @ SOMERSETT,0,0,,,0,,0,0,0,,,,,0,,0,12,PUD ,0.700872361660003,,,,,,,,,234-011-31,4B-4E @ SOMERSETT LT 418,1011,0
